external_temperature,external_humidity
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,71
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
7,66
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,71
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
6,66
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76
5,76